docx_requirement_id,docx_priority,coverage_status_before_reconciliation,pack_requirement_ids,pre_reconciliation_sources,pre_reconciliation_checkpoint,reconciliation_action,post_reconciliation_state,notes
COD-005,P0,GOVERNANCE_COVERED_NOT_REQUIREMENT_TRACEABLE,,AGENTS.md; implementation/AUTOPILOT_CONTROLLER.md; implementation/QUALITY_GATE.md; .agents/skills,930b5a28cb995df12f251994a36f7502525ed94a,ADD_ORIGINAL_ID_GOVERNANCE_TRACE,ADDED_TO_MACHINE_TRACE,Repository governance covered the rule without its DOCX requirement ID.
COD-006,P0,GOVERNANCE_COVERED_NOT_REQUIREMENT_TRACEABLE,,AGENTS.md; implementation/AUTOPILOT_CONTROLLER.md; implementation/QUALITY_GATE.md; .agents/skills,930b5a28cb995df12f251994a36f7502525ed94a,ADD_ORIGINAL_ID_GOVERNANCE_TRACE,ADDED_TO_MACHINE_TRACE,Repository governance covered the rule without its DOCX requirement ID.
COD-007,P0,GOVERNANCE_COVERED_NOT_REQUIREMENT_TRACEABLE,,AGENTS.md; implementation/AUTOPILOT_CONTROLLER.md; implementation/QUALITY_GATE.md; .agents/skills,930b5a28cb995df12f251994a36f7502525ed94a,ADD_ORIGINAL_ID_GOVERNANCE_TRACE,ADDED_TO_MACHINE_TRACE,Repository governance covered the rule without its DOCX requirement ID.
COD-008,P0,GOVERNANCE_COVERED_NOT_REQUIREMENT_TRACEABLE,,AGENTS.md; implementation/AUTOPILOT_CONTROLLER.md; implementation/QUALITY_GATE.md; .agents/skills,930b5a28cb995df12f251994a36f7502525ed94a,ADD_ORIGINAL_ID_GOVERNANCE_TRACE,ADDED_TO_MACHINE_TRACE,Repository governance covered the rule without its DOCX requirement ID.
COD-009,P0,GOVERNANCE_COVERED_NOT_REQUIREMENT_TRACEABLE,,AGENTS.md; implementation/AUTOPILOT_CONTROLLER.md; implementation/QUALITY_GATE.md; .agents/skills,930b5a28cb995df12f251994a36f7502525ed94a,ADD_ORIGINAL_ID_GOVERNANCE_TRACE,ADDED_TO_MACHINE_TRACE,Repository governance covered the rule without its DOCX requirement ID.
COD-010,P0,GOVERNANCE_COVERED_NOT_REQUIREMENT_TRACEABLE,,AGENTS.md; implementation/AUTOPILOT_CONTROLLER.md; implementation/QUALITY_GATE.md; .agents/skills,930b5a28cb995df12f251994a36f7502525ed94a,ADD_ORIGINAL_ID_GOVERNANCE_TRACE,ADDED_TO_MACHINE_TRACE,Repository governance covered the rule without its DOCX requirement ID.
COD-011,P0,GOVERNANCE_COVERED_NOT_REQUIREMENT_TRACEABLE,,AGENTS.md; implementation/AUTOPILOT_CONTROLLER.md; implementation/QUALITY_GATE.md; .agents/skills,930b5a28cb995df12f251994a36f7502525ed94a,ADD_ORIGINAL_ID_GOVERNANCE_TRACE,ADDED_TO_MACHINE_TRACE,Repository governance covered the rule without its DOCX requirement ID.
COD-012,P0,GOVERNANCE_COVERED_NOT_REQUIREMENT_TRACEABLE,,AGENTS.md; implementation/AUTOPILOT_CONTROLLER.md; implementation/QUALITY_GATE.md; .agents/skills,930b5a28cb995df12f251994a36f7502525ed94a,ADD_ORIGINAL_ID_GOVERNANCE_TRACE,ADDED_TO_MACHINE_TRACE,Repository governance covered the rule without its DOCX requirement ID.
COD-013,P0,GOVERNANCE_COVERED_NOT_REQUIREMENT_TRACEABLE,,AGENTS.md; implementation/AUTOPILOT_CONTROLLER.md; implementation/QUALITY_GATE.md; .agents/skills,930b5a28cb995df12f251994a36f7502525ed94a,ADD_ORIGINAL_ID_GOVERNANCE_TRACE,ADDED_TO_MACHINE_TRACE,Repository governance covered the rule without its DOCX requirement ID.
COD-014,P0,GOVERNANCE_COVERED_NOT_REQUIREMENT_TRACEABLE,,AGENTS.md; implementation/AUTOPILOT_CONTROLLER.md; implementation/QUALITY_GATE.md; .agents/skills,930b5a28cb995df12f251994a36f7502525ed94a,ADD_ORIGINAL_ID_GOVERNANCE_TRACE,ADDED_TO_MACHINE_TRACE,Repository governance covered the rule without its DOCX requirement ID.
COD-015,P0,GOVERNANCE_COVERED_NOT_REQUIREMENT_TRACEABLE,,AGENTS.md; implementation/AUTOPILOT_CONTROLLER.md; implementation/QUALITY_GATE.md; .agents/skills,930b5a28cb995df12f251994a36f7502525ed94a,ADD_ORIGINAL_ID_GOVERNANCE_TRACE,ADDED_TO_MACHINE_TRACE,Repository governance covered the rule without its DOCX requirement ID.
COD-016,P0,GOVERNANCE_COVERED_NOT_REQUIREMENT_TRACEABLE,,AGENTS.md; implementation/AUTOPILOT_CONTROLLER.md; implementation/QUALITY_GATE.md; .agents/skills,930b5a28cb995df12f251994a36f7502525ed94a,ADD_ORIGINAL_ID_GOVERNANCE_TRACE,ADDED_TO_MACHINE_TRACE,Repository governance covered the rule without its DOCX requirement ID.
COD-017,P0,GOVERNANCE_COVERED_NOT_REQUIREMENT_TRACEABLE,,AGENTS.md; implementation/AUTOPILOT_CONTROLLER.md; implementation/QUALITY_GATE.md; .agents/skills,930b5a28cb995df12f251994a36f7502525ed94a,ADD_ORIGINAL_ID_GOVERNANCE_TRACE,ADDED_TO_MACHINE_TRACE,Repository governance covered the rule without its DOCX requirement ID.
COD-018,P0,GOVERNANCE_COVERED_NOT_REQUIREMENT_TRACEABLE,,AGENTS.md; implementation/AUTOPILOT_CONTROLLER.md; implementation/QUALITY_GATE.md; .agents/skills,930b5a28cb995df12f251994a36f7502525ed94a,ADD_ORIGINAL_ID_GOVERNANCE_TRACE,ADDED_TO_MACHINE_TRACE,Repository governance covered the rule without its DOCX requirement ID.
COD-019,P0,GOVERNANCE_COVERED_NOT_REQUIREMENT_TRACEABLE,,AGENTS.md; implementation/AUTOPILOT_CONTROLLER.md; implementation/QUALITY_GATE.md; .agents/skills,930b5a28cb995df12f251994a36f7502525ed94a,ADD_ORIGINAL_ID_GOVERNANCE_TRACE,ADDED_TO_MACHINE_TRACE,Repository governance covered the rule without its DOCX requirement ID.
COD-020,P0,GOVERNANCE_COVERED_NOT_REQUIREMENT_TRACEABLE,,AGENTS.md; implementation/AUTOPILOT_CONTROLLER.md; implementation/QUALITY_GATE.md; .agents/skills,930b5a28cb995df12f251994a36f7502525ed94a,ADD_ORIGINAL_ID_GOVERNANCE_TRACE,ADDED_TO_MACHINE_TRACE,Repository governance covered the rule without its DOCX requirement ID.
UX-031,P0,EXPLICIT_EQUIVALENT,FR-UX-023; NFR-UX-002,docs/DETAILED_REQUIREMENTS.md; docs/UX_INTERACTION_SPEC.md,930b5a28cb995df12f251994a36f7502525ed94a,ADD_ORIGINAL_ID_ALIAS_TRACE,ADDED_TO_MACHINE_TRACE,The Pack preserved the acceptance substantially under consolidated IDs.
UX-032,P0,EXPLICIT_EQUIVALENT,FR-UX-024; NFR-UX-002,docs/DETAILED_REQUIREMENTS.md; docs/UX_INTERACTION_SPEC.md,930b5a28cb995df12f251994a36f7502525ed94a,ADD_ORIGINAL_ID_ALIAS_TRACE,ADDED_TO_MACHINE_TRACE,The Pack preserved the acceptance substantially under consolidated IDs.
UX-033,P0,EXPLICIT_EQUIVALENT,FR-UX-025,docs/DETAILED_REQUIREMENTS.md; docs/UX_INTERACTION_SPEC.md,930b5a28cb995df12f251994a36f7502525ed94a,ADD_ORIGINAL_ID_ALIAS_TRACE,ADDED_TO_MACHINE_TRACE,The Pack preserved the acceptance substantially under consolidated IDs.
UX-034,P0,EXPLICIT_EQUIVALENT,FR-UX-022; FR-UX-023; FR-UX-024,docs/DETAILED_REQUIREMENTS.md; docs/UX_INTERACTION_SPEC.md,930b5a28cb995df12f251994a36f7502525ed94a,ADD_ORIGINAL_ID_ALIAS_TRACE,ADDED_TO_MACHINE_TRACE,The Pack preserved the acceptance substantially under consolidated IDs.
UX-035,P0,PARTIAL_EXPLICIT,FR-UX-025; FR-UX-030,docs/DETAILED_REQUIREMENTS.md; docs/UX_INTERACTION_SPEC.md,930b5a28cb995df12f251994a36f7502525ed94a,ADD_DIRECT_REQUIREMENT_AND_REMEDIATION_ACCEPTANCE,ADDED_TO_MACHINE_TRACE,"The broad pattern existed, but one or more measurable details were diluted."
UX-036,P0,PARTIAL_EXPLICIT,FR-UX-026; FR-UX-036,docs/DETAILED_REQUIREMENTS.md; docs/UX_INTERACTION_SPEC.md,930b5a28cb995df12f251994a36f7502525ed94a,ADD_DIRECT_REQUIREMENT_AND_REMEDIATION_ACCEPTANCE,ADDED_TO_MACHINE_TRACE,"The broad pattern existed, but one or more measurable details were diluted."
I18N-001,P0,EXPLICIT_CONSOLIDATED_NO_ALIAS,FR-UX-021; FR-UX-027; NFR-LOC-001,docs/LOCALIZATION_SPEC.md; contracts/terminology-allowlist.yaml; docs/decisions/ADR-005-localization.md,930b5a28cb995df12f251994a36f7502525ed94a,ADD_ORIGINAL_ID_ALIAS_TRACE,ADDED_TO_MACHINE_TRACE,The localization rule was consolidated into Pack UX/NFR IDs without an alias.
I18N-002,P0,EXPLICIT_CONSOLIDATED_NO_ALIAS,FR-UX-021; FR-UX-035; NFR-LOC-001,docs/LOCALIZATION_SPEC.md; contracts/terminology-allowlist.yaml; docs/decisions/ADR-005-localization.md,930b5a28cb995df12f251994a36f7502525ed94a,ADD_ORIGINAL_ID_ALIAS_TRACE,ADDED_TO_MACHINE_TRACE,The localization rule was consolidated into Pack UX/NFR IDs without an alias.
I18N-003,P0,EXPLICIT_CONSOLIDATED_NO_ALIAS,FR-UX-026; FR-UX-034; NFR-LOC-002,docs/LOCALIZATION_SPEC.md; contracts/terminology-allowlist.yaml; docs/decisions/ADR-005-localization.md,930b5a28cb995df12f251994a36f7502525ed94a,ADD_ORIGINAL_ID_ALIAS_TRACE,ADDED_TO_MACHINE_TRACE,The localization rule was consolidated into Pack UX/NFR IDs without an alias.
I18N-004,P0,EXPLICIT_CONSOLIDATED_NO_ALIAS,FR-UX-028,docs/LOCALIZATION_SPEC.md; contracts/terminology-allowlist.yaml; docs/decisions/ADR-005-localization.md,930b5a28cb995df12f251994a36f7502525ed94a,ADD_ORIGINAL_ID_ALIAS_TRACE,ADDED_TO_MACHINE_TRACE,The localization rule was consolidated into Pack UX/NFR IDs without an alias.
I18N-005,P0,EXPLICIT_CONSOLIDATED_NO_ALIAS,FR-UX-021; NFR-LOC-001,docs/LOCALIZATION_SPEC.md; contracts/terminology-allowlist.yaml; docs/decisions/ADR-005-localization.md,930b5a28cb995df12f251994a36f7502525ed94a,ADD_ORIGINAL_ID_ALIAS_TRACE,ADDED_TO_MACHINE_TRACE,The localization rule was consolidated into Pack UX/NFR IDs without an alias.
I18N-006,P0,EXPLICIT_CONSOLIDATED_NO_ALIAS,FR-UX-027; FR-UX-035; FR-UX-037; NFR-LOC-002,docs/LOCALIZATION_SPEC.md; contracts/terminology-allowlist.yaml; docs/decisions/ADR-005-localization.md,930b5a28cb995df12f251994a36f7502525ed94a,ADD_ORIGINAL_ID_ALIAS_TRACE,ADDED_TO_MACHINE_TRACE,The localization rule was consolidated into Pack UX/NFR IDs without an alias.
I18N-007,P0,EXPLICIT_CONSOLIDATED_NO_ALIAS,FR-UX-026; FR-UX-036; NFR-LOC-002,docs/LOCALIZATION_SPEC.md; contracts/terminology-allowlist.yaml; docs/decisions/ADR-005-localization.md,930b5a28cb995df12f251994a36f7502525ed94a,ADD_ORIGINAL_ID_ALIAS_TRACE,ADDED_TO_MACHINE_TRACE,The localization rule was consolidated into Pack UX/NFR IDs without an alias.
COD-021,P0,GOVERNANCE_COVERED_NOT_REQUIREMENT_TRACEABLE,,AGENTS.md; implementation/AUTOPILOT_CONTROLLER.md; implementation/QUALITY_GATE.md; .agents/skills,930b5a28cb995df12f251994a36f7502525ed94a,ADD_ORIGINAL_ID_GOVERNANCE_TRACE,ADDED_TO_MACHINE_TRACE,Repository governance covered the rule without its DOCX requirement ID.
COD-022,P0,GOVERNANCE_COVERED_NOT_REQUIREMENT_TRACEABLE,,AGENTS.md; implementation/AUTOPILOT_CONTROLLER.md; implementation/QUALITY_GATE.md; .agents/skills,930b5a28cb995df12f251994a36f7502525ed94a,ADD_ORIGINAL_ID_GOVERNANCE_TRACE,ADDED_TO_MACHINE_TRACE,Repository governance covered the rule without its DOCX requirement ID.
